"election_date","election_type","contest_status","assembly","province","constituency_number","constituency_name","voter_reg","votes_cast","turnout","votes_disq","disq_pct","validated_votes","MOV_votes","MOV_pct","win_votes","win_pct","win_party","win_name","second_votes","second_pct","second_party","second_name","third_votes","third_pct","third_party","third_name","remainder_votes","remainder_pct","effective_parties","Cox_SF_ratio","winbuckets","delimit"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-19","Ghotki-II",187792,105455,0.561552142796285,4991,0.0473282442748092,100464,3231,0.0321607740086001,45413,0.452032568880395,"Pakistan Peoples Party Parliamentarians","Abdul Bari Pitafi",42182,0.419871794871795,"Grand Democratic Alliance","Ali Gohar Khan Mahar",4903,0.0488035515209428,"Independents","Abdul Fattah Samejo",7966,0.0792920847268673,2.60277878740783,0.116234412782704,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-21","Ghotki-IV",173843,79148,0.455284365778317,7974,0.100747965836155,71174,3658,0.0513951723944137,32195,0.452342147413381,"Pakistan Peoples Party Parliamentarians","Ali Nawaz Khan Mahar",28537,0.400946975018968,"Muttahidda Majlis-e-Amal Pakistan","Jam Saifullah Khan",5961,0.0837524938882176,"Independents","Ali Mohammad Khan Mahar",4481,0.0629583836794335,2.67922066386633,0.208886708483723,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-29","Khairpur-IV",145163,83020,0.571908819740568,4460,0.0537219947000723,78560,899,0.011443482688391,37133,0.472670570264766,"Grand Democratic Alliance","Muhammad Rafique Banbhan",36234,0.461227087576375,"Pakistan Peoples Party Parliamentarians","Shiraz Shaukat Rajper",1478,0.0188136456211813,"Tehreek-e-Labbaik Pakistan","Syed Razaullah jeelani",3715,0.0472886965376782,2.28833754698054,0.0407904178395982,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-3","Jacobabad-III",162830,71894,0.441527973960572,5236,0.07282944334715,66658,3528,0.0529268804944643,31662,0.474991748927361,"Pakistan Peoples Party Parliamentarians","Mir Mumtaz Hussain khan",28134,0.422064868432896,"Pakistan Tehreek-e-Insaf","Abdul Razzaque Khan",1490,0.0223529058777641,"Muttahidda Majlis-e-Amal Pakistan","Israr Ahmed",5372,0.0805904767619791,2.46672601021028,0.0529608303120779,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-32","Khairpur-VII",151671,76731,0.505904226912198,4233,0.0551667513781913,72498,4085,0.0563463819691578,36137,0.498455129796684,"Grand Democratic Alliance","Syed Muhammad Rashid Shah",32052,0.442108747827526,"Pakistan Peoples Party Parliamentarians","Nawab Ali Wassan",1466,0.0202212474826892,"Independents","Imran Ali Qazi",2843,0.0392148748931005,2.24911118801377,0.0457381754648696,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-35","Naushahro Feroze-III",183094,101330,0.553431570668618,5255,0.0518602585611369,96075,3412,0.0355139214155608,38432,0.400020817069997,"Pakistan Peoples Party Parliamentarians","Mumtaz ali",35020,0.364506895654437,"Grand Democratic Alliance","Ghazi ali khan jatoi",9228,0.0960499609679938,"Independents","Abdul haq dost muhammad",13395,0.139422326307572,3.28061429989921,0.263506567675614,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-36","Naushahro Feroze-IV",186437,100697,0.540112745860532,4295,0.0426527106070687,96402,2092,0.0217007945893239,47406,0.491753283126906,"Grand Democratic Alliance","Arif mustafa jatoi",45314,0.470052488537582,"Pakistan Peoples Party Parliamentarians","Mr  Zia ul Hassan",1320,0.0136926619779673,"Pakistan Tehreek-e-Insaf","Mr  Shahnawaz Jatoi",2362,0.0245015663575444,2.15944790319123,0.0291300701769872,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-41","Sanghar-I",156313,80099,0.512426989437859,3144,0.0392514263598796,76955,102,0.0013254499382756,36024,0.468117731141576,"Grand Democratic Alliance","Ali Ghulam",35922,0.466792281203301,"Pakistan Peoples Party Parliamentarians","Mashooque Ali",1711,0.0222337729842116,"Pakistan Muslim League (Nawaz)","Maqsooda Bibi",3298,0.0428562146709116,2.28256192658476,0.0476309782306108,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-46","Sanghar-VI",156439,91634,0.585749077915354,4875,0.0532007770041688,86759,927,0.010684770456091,42393,0.488629421731463,"Grand Democratic Alliance","Waryam Faqir",41466,0.477944651275372,"Pakistan Peoples Party Parliamentarians","Rana Abdul Sattar",783,0.00902500028815454,"Independents","Mir Jawad Afsar Talpur",2117,0.0244009267050104,2.1394614274983,0.0188829402401968,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-48","Mirpurkhas-II",151736,82271,0.542198291769916,3248,0.0394792818854761,79023,1856,0.0234868329473698,38097,0.48210014805816,"Pakistan Peoples Party Parliamentarians","Syed Zulfiqar Ali Shah",36241,0.458613315110791,"Independents","Ali Nawaz Shah",1481,0.018741379092163,"Pakistan Tehreek-e-Insaf","Chanesar",3204,0.0405451577388861,2.25514448614688,0.0408653182859193,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-54","Tharparkar-I",99101,67490,0.681022391297767,4100,0.0607497407023263,63390,1111,0.0175264237261398,25955,0.409449439974759,"Grand Democratic Alliance","Abdul Razzaque",24844,0.39192301624862,"Pakistan Peoples Party Parliamentarians","Dost Muhammad",10090,0.159173371194195,"Independents","Pir Imdad Ali Shah Jeelani",2501,0.0394541725824262,2.88243856202079,0.406134277894059,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-73","Badin-IV",150295,87165,0.57995941315413,4383,0.0502839442436758,82782,281,0.0033944577323573,37645,0.454748616849073,"Pakistan Peoples Party Parliamentarians","Taj Muhammad",37364,0.451354159116716,"Grand Democratic Alliance","Fehmida Mirza",2814,0.0339928970065956,"Tehreek-e-Labbaik Pakistan","Pir Muhammad Ali Sarhandi",4959,0.0599043270276147,2.42290007363738,0.0753131356385826,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-84","Dadu-II",176906,91974,0.51990322544176,4634,0.0503838041185552,87340,1866,0.0213647813144035,42218,0.483375314861461,"Pakistan Peoples Party Parliamentarians","Fayaz Ali Butt",40352,0.462010533547057,"Pakistan Tehreek-e-Insaf","Sadaqat Ali Jatoi",2149,0.0246049919853446,"Independents","Zubair Ahmed Bhurt",2621,0.0300091596061369,2.23213218251815,0.0532563441712926,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-86","Dadu-IV",179670,92379,0.514159292035398,5211,0.056408924106128,87168,4935,0.0566148127753304,43691,0.501227514684288,"Pakistan Peoples Party Parliamentarians","Syed Ghullam Shah Jilani",38756,0.444612701908957,"Pakistan Tehreek-e-Insaf","Banda Ali Leghari",1622,0.0186077459618209,"Muttahidda Majlis-e-Amal Pakistan","Abdul Hakeem Babar",3099,0.0355520374449339,2.22512748334362,0.0418515842708226,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-96","Korangi Karachi-V",182239,69682,0.382366013860919,1404,0.0201486754111535,68278,901,0.0131960514367732,19863,0.290913617856411,"Muttahida Qaumi Movement Pakistan","Ghulam Jellani",18962,0.277717566419637,"Tehreek-e-Labbaik Pakistan","Muhammad Abu Bakar",12086,0.177011628928791,"Pakistan Tehreek-e-Insaf","Sajid Hussain",17367,0.254357186795161,4.79748992525994,0.637380023204303,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-99","Karachi East-I",57544,21881,0.380248157931322,816,0.0372926283076642,21065,637,0.0302397341561833,6058,0.28758604319962,"Pakistan Tehreek-e-Insaf","Haleem Adil Sheikh",5421,0.257346309043437,"Pakistan Peoples Party Parliamentarians","Shahab Uddin",2771,0.131545217184904,"Muttahidda Majlis-e-Amal Pakistan","Muhammad Ghayas",6815,0.323522430572039,5.32492650650166,0.511160302527209,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
